ORDEM,MUNICIPIO,NOME_PREFEITO,TELEFONE_WHATSAPP,VALOR_POTENCIAL,LINK_LANDING_PAGE,MENSAGEM_WHATSAPP
369,Nipoã,,,R$ 2.600.421,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Nipoã,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.600.421* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
370,Nova Aliança,,,R$ 2.551.802,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Nova Aliança,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.551.802* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
371,Nova Campina,,,R$ 5.457.146,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Nova Campina,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 5.457.146* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
372,Nova Canaã Paulista,,,R$ 1.022.244,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Nova Canaã Paulista,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.022.244* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
373,Nova Castilho,,,R$ 1.009.765,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Nova Castilho,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.009.765* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
374,Nova Europa,,,R$ 5.292.087,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Nova Europa,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 5.292.087* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
375,Nova Granada,,,R$ 6.590.073,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Nova Granada,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 6.590.073* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
376,Nova Guataporanga,,,R$ 1.550.745,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Nova Guataporanga,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.550.745* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
377,Nova Independência,,,R$ 2.325.657,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Nova Independência,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.325.657* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
378,Nova Luzitânia,,,R$ 1.063.605,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Nova Luzitânia,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.063.605* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
379,Nova Odessa,,,R$ 16.845.470,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Nova Odessa,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 16.845.470* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
380,Novais,,,R$ 3.358.239,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Novais,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.358.239* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
381,Novo Horizonte,,,R$ 16.418.814,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Novo Horizonte,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 16.418.814* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
382,Nuporanga,,,R$ 3.772.875,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Nuporanga,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.772.875* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
383,Ocauçu,,,R$ 1.529.307,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Ocauçu,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.529.307* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
384,Óleo,,,R$ 909.809,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Óleo,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 909.809* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
385,Olímpia,,,R$ 18.069.803,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Olímpia,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 18.069.803* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
386,Onda Verde,,,R$ 2.148.655,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Onda Verde,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.148.655* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
387,Oriente,,,R$ 1.057.306,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Oriente,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.057.306* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
388,Orindiúva,,,R$ 1.320.062,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Orindiúva,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.320.062* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
389,Orlândia,,,R$ 14.133.695,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Orlândia,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 14.133.695* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
390,Osasco,,,R$ 233.296.497,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Osasco,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 233.296.497* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
391,Oscar Bressane,,,R$ 2.018.026,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Oscar Bressane,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.018.026* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
392,Osvaldo Cruz,,,R$ 3.804.401,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Osvaldo Cruz,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.804.401* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
393,Ourinhos,,,R$ 37.994.400,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Ourinhos,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 37.994.400* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
394,Ouro Verde,,,R$ 4.294.592,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Ouro Verde,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 4.294.592* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
395,Ouroeste,,,R$ 2.102.967,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Ouroeste,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.102.967* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
396,Pacaembu,,,R$ 3.258.203,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Pacaembu,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.258.203* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
397,Palestina,,,R$ 5.680.495,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Palestina,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 5.680.495* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
398,Palmares Paulista,,,R$ 3.468.407,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Palmares Paulista,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.468.407* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
399,Palmeira DOeste,,,R$ 2.242.604,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Palmeira DOeste,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.242.604* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
400,Palmital,,,R$ 3.928.279,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Palmital,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.928.279* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
401,Panorama,,,R$ 6.224.228,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Panorama,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 6.224.228* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
